db,FoM_tgaps_same,FoM_tgaps_diff,FoM_EG,FoM_Gal,FoM_depth,family
footprint_newBv1.5_10yrs,0.5198686597517976,0.3531921051440976,0.88558352402746,0.9824906940255318,0.8170290642221313,footprint
footprint_no_gp_northv1.5_10yrs,0.13896814139650293,0.03747139236863102,0.6910755148741421,0.6927705269537682,0.88000185095634,footprint
footprint_standard_goalsv1.5_10yrs,0.13311338250663587,0.017915724920963914,0.622425629290618,0.5733505291534385,0.9016417506238108,footprint
footprint_stuck_rollingv1.5_10yrs,0.03732820241012618,0.014681306300095485,0.5034324942791762,0.5190271943118491,0.9745157610382531,footprint
goodseeing_gi_v1.5_10yrs,0.12438040287746151,0.01903373288356016,0.6430205949656751,0.5696522203467678,0.9132425330966143,goodseeing
goodseeing_gri_v1.5_10yrs,0.18496681842823334,0.09697227608972966,0.745995423340961,0.7832539838071013,0.9104086634170968,goodseeing
goodseeing_griz_v1.5_10yrs,0.16415894059505998,0.2619439651831917,0.897025171624714,0.8708219401516392,0.9283532998788049,goodseeing
goodseeing_gz_v1.5_10yrs,0.15628904525782533,0.08106849484490933,0.7414187643020596,0.8756919493531334,0.8843456699941371,goodseeing
goodseeing_i_v1.5_10yrs,0.16854512527377927,0.05804783985183961,0.6407322654462243,0.5769254068049935,0.9381496916049182,goodseeing
greedy_footprint_v1.5_10yrs,0.09825387555012959,0.02681997857293243,0.7002288329519452,0.7398414291751698,0.9246052347175011,greedy
roll_mod2_dust_sdf_0.20_v1.5_10yrs,0.7680141685994525,0.5506778006468966,0.8810068649885583,0.9074214877329837,0.691207085177197,roll
rolling_mod2_sdf_0.10_v1.5_10yrs,0.10753274922154102,0.029715894334598335,0.6979405034324943,0.665362004691444,0.8273788585716187,rolling
rolling_mod2_sdf_0.20_v1.5_10yrs,0.15607727784828512,0.042405282899782265,0.6636155606407323,0.6169194276687275,0.8602924876964051,rolling
rolling_mod3_sdf_0.10_v1.5_10yrs,0.1455388422882968,0.048995121959565666,0.6590389016018307,0.5738005457478585,0.8372335956711892,rolling
rolling_mod3_sdf_0.20_v1.5_10yrs,0.20451160148147973,0.09319682156611558,0.6956521739130436,0.6478616748542035,0.8139268358869677,rolling
rolling_mod6_sdf_0.10_v1.5_10yrs,0.17505749143559182,0.04625603094818746,0.6178489702517163,0.5357541473624989,0.8466103488806896,rolling
rolling_mod6_sdf_0.20_v1.5_10yrs,0.17229832392944391,0.23502948864245593,0.6704805491990846,0.5821880943202242,0.8319126096003164,rolling
short_exp_2ns_1expt_v1.5_10yrs,0.17667011459216886,0.017382683138589195,0.6864988558352402,0.6754088758252605,0.5369492642388172,short
short_exp_2ns_5expt_v1.5_10yrs,0.2120161241243261,0.015619340968779713,0.6453089244851259,0.622259830782176,0.5843403273634219,short
short_exp_5ns_1expt_v1.5_10yrs,0.2167825696858,0.012146632051719104,0.7551487414187643,0.8095934657806695,0.013695452320488083,short
short_exp_5ns_5expt_v1.5_10yrs,0.2633435346363028,0.03986929096998894,0.7643020594965676,0.804593901428525,0.2159406319763051,short
spiders_v1.5_10yrs,0.13854083737836054,0.04274675980223615,0.7780320366132722,0.810260747494307,0.9539997200630345,spiders
third_obs_pt120v1.5_10yrs,0.21492501818946871,0.0898886968005982,0.6613272311212816,0.6804382434476587,0.8941116375470641,third
third_obs_pt15v1.5_10yrs,0.15657963695485788,0.07701261174986139,0.6475972540045767,0.5805654943672656,0.9511374998931291,third
third_obs_pt30v1.5_10yrs,0.14793141823469905,0.01571804726855266,0.6178489702517164,0.5615985135338106,0.9303465467626085,third
third_obs_pt45v1.5_10yrs,0.11850920186011021,0.11269929175293532,0.711670480549199,0.7521530982750437,0.9196828939836504,third
third_obs_pt60v1.5_10yrs,0.17094243138147508,0.026147915857294788,0.6590389016018307,0.6750088634421949,0.9079005340050038,third
third_obs_pt90v1.5_10yrs,0.2100695751956679,0.04815005204065223,0.6544622425629291,0.6760191853232039,0.9291286535568091,third
twilight_neo_mod1_v1.5_10yrs,0.12601280721335828,0.049428735608141976,0.677345537757437,0.5785612024992546,0.8496115926755653,twilight
twilight_neo_mod2_v1.5_10yrs,0.11817912213437728,0.03323421400146157,0.6727688787185355,0.7383536686862682,0.9105288152774186,twilight
twilight_neo_mod3_v1.5_10yrs,0.14466465308952936,0.0484395308446906,0.6887871853546911,0.5951515640800807,0.923451034330619,twilight
twilight_neo_mod4_v1.5_10yrs,0.11892585368200885,0.02983665047187444,0.6819221967963387,0.6459765858831561,0.969561222527065,twilight
u60_v1.5_10yrs,0.16505327804901695,0.08548943122345566,0.702517162471396,0.5866694803557083,0.9835432395867676,u60
var_expt_v1.5_10yrs,0.24773681879167792,0.10354021531353896,0.7688787185354693,0.8336300907504717,0.8665281646554549,var
wfd_depth_scale0.65_noddf_v1.5_10yrs,0.5212834153009669,0.28254121548451,0.88558352402746,0.9411009637832576,0.7976379196562521,wfd
wfd_depth_scale0.65_v1.5_10yrs,0.4880631602899448,0.43436240835682116,0.8649885583524028,0.9339907677641911,0.7592892618228217,wfd
wfd_depth_scale0.70_noddf_v1.5_10yrs,0.46664746168622045,0.2719360348026848,0.9016018306636155,0.9562970946808894,0.7507010552702494,wfd
wfd_depth_scale0.70_v1.5_10yrs,0.47814385366085155,0.08801672217043971,0.8924485125858124,0.9476549566428181,0.7678880016202388,wfd
wfd_depth_scale0.75_noddf_v1.5_10yrs,0.3758212679615882,0.4582305680084796,0.9519450800915332,1.0,0.7441950523145713,wfd
wfd_depth_scale0.75_v1.5_10yrs,0.36000715148897017,0.07129374504169944,0.8352402745995424,0.8323395751385687,0.8226705843391777,wfd
wfd_depth_scale0.80_noddf_v1.5_10yrs,0.1950656091049197,0.05144590145604517,0.8260869565217392,0.7902123312219967,0.7980068231137871,wfd
wfd_depth_scale0.80_v1.5_10yrs,0.19453486800778524,0.14120053377444838,0.8100686498855836,0.8729889868297054,0.812493149652473,wfd
wfd_depth_scale0.85_noddf_v1.5_10yrs,0.21576434415845452,0.04641098554298867,0.7780320366132724,0.7918977794489804,0.8594395700666566,wfd
wfd_depth_scale0.85_v1.5_10yrs,0.1558980725716668,0.07437628306003177,0.8100686498855836,0.8698397356492136,0.8658549612801311,wfd
wfd_depth_scale0.90_noddf_v1.5_10yrs,0.11071614785337618,0.3114761788851903,0.7025171624713958,0.5115014488054485,0.8982003759057026,wfd
wfd_depth_scale0.90_v1.5_10yrs,0.08644002185230874,0.01625287140118778,0.6636155606407321,0.7156359229258644,0.9327577771287773,wfd
wfd_depth_scale0.95_noddf_v1.5_10yrs,0.10034048151621375,0.017703204741127326,0.5148741418764302,0.4525730192196333,0.9509733029000965,wfd
wfd_depth_scale0.95_v1.5_10yrs,0.07018095243675407,0.02067721604258081,0.5469107551487414,0.4717824123526582,0.9271369341279664,wfd
wfd_depth_scale0.99_noddf_v1.5_10yrs,0.06094132223139289,0.00331471137556877,0.379862700228833,0.1740057723129191,0.9894209057086091,wfd
wfd_depth_scale0.99_v1.5_10yrs,0.062009843530467755,0.0037097568246822663,0.3478260869565218,0.19838347141813875,0.9695368461840933,wfd
