db,FoM_tgaps_same,FoM_tgaps_diff,FoM_EG,FoM_Gal,FoM_depth,family
filterdist_indx3_v1.5_10yrs,0.0,0.0,0.0,0.0,0.0,filterdist
filterdist_indx4_v1.5_10yrs,0.0,0.0,0.0,0.0,0.0,filterdist
filterdist_indx5_v1.5_10yrs,0.0,0.0,0.0,0.0,0.0,filterdist
filterdist_indx6_v1.5_10yrs,0.0,0.0,0.0,0.0,0.0,filterdist
filterdist_indx7_v1.5_10yrs,0.0,0.0,0.0,0.0,0.0,filterdist
filterdist_indx8_v1.5_10yrs,0.0,0.0,0.0,0.0,0.0,filterdist
footprint_add_mag_cloudsv1.5_10yrs,0.9788626758806808,0.8954641376664234,0.9125475285171104,0.8860592206818602,0.7464184730897908,footprint
footprint_big_sky_dustv1.5_10yrs,0.8450228821537945,0.18722146309497975,0.6958174904942969,0.7700836815223933,0.8233785647417928,footprint
footprint_big_sky_nouiyv1.5_10yrs,0.6837921949240309,0.22605598333634683,0.7186311787072247,0.7714620728834662,0.8028629982349625,footprint
footprint_big_skyv1.5_10yrs,0.7909150331965292,0.2026686127328993,0.6958174904942969,0.7350522178721954,0.7843283920321847,footprint
footprint_big_wfdv1.5_10yrs,0.02849074804327386,0.0278834714220526,0.7642585551330799,0.7245845727596155,0.9137285207450161,footprint
footprint_bluer_footprintv1.5_10yrs,0.04013598938694052,0.15800704736666452,0.8469581749049431,0.7884549440424895,0.895331964393154,footprint
footprint_gp_smoothv1.5_10yrs,0.032674170900930895,0.05061514109688825,0.8098859315589354,0.7758694331042089,0.8975014603058613,footprint
footprint_newAv1.5_10yrs,0.5309616219343507,0.2137024395125142,0.855513307984791,0.8058626051167646,0.8509490556426688,footprint
footprint_newBv1.5_10yrs,0.776181967989673,0.25668924272218446,0.8669201520912548,0.8066733814702564,0.8508919059671516,footprint
footprint_no_gp_northv1.5_10yrs,0.03223893556374687,0.1863465574714422,0.8925855513307985,0.8633585604541713,0.8760215830911556,footprint
footprint_standard_goalsv1.5_10yrs,0.025915353863941157,0.03778631345018618,0.8098859315589355,0.7896092084223689,0.8966877194754215,footprint
footprint_stuck_rollingv1.5_10yrs,0.022019326108715993,0.1375198399334004,0.7832699619771865,0.7425226868518944,0.9145463225633691,footprint
goodseeing_gi_v1.5_10yrs,0.06022493624074073,0.13747735408506537,0.855513307984791,0.8441771333614935,0.888455670797892,goodseeing
goodseeing_gri_v1.5_10yrs,0.055901715385923346,0.4243528341381668,1.0,0.9528011900920308,0.9080991146860223,goodseeing
goodseeing_griz_v1.5_10yrs,0.023899465457788406,0.41031083878193325,0.9268060836501902,0.92480322846951,0.8850461555598822,goodseeing
goodseeing_gz_v1.5_10yrs,0.06571426040546172,0.3480587582111392,0.9410646387832701,0.8652867378959963,0.8851812474906717,goodseeing
goodseeing_i_v1.5_10yrs,0.07070913411422616,0.09098112965595315,0.855513307984791,0.7710743028124775,0.8966325681042698,goodseeing
greedy_footprint_v1.5_10yrs,0.04694057522383691,0.15938859122509075,0.8859315589353614,0.8179241721252583,0.8670109329422387,greedy
roll_mod2_dust_sdf_0.20_v1.5_10yrs,1.0,0.6713848937932817,0.935361216730038,0.9189428497526894,0.7970085552845172,roll
rolling_mod2_sdf_0.10_v1.5_10yrs,0.03990308633480846,0.11004141156793758,0.855513307984791,0.8382324324031216,0.8752429339672817,rolling
rolling_mod2_sdf_0.20_v1.5_10yrs,0.023627434758329215,0.016720395315130653,0.7642585551330799,0.7248277341055259,0.8590826810561774,rolling
rolling_mod3_sdf_0.10_v1.5_10yrs,0.03368985598757355,0.044959776671746964,0.7984790874524715,0.72653057912827,0.8891052629246816,rolling
rolling_mod3_sdf_0.20_v1.5_10yrs,0.03287780377274814,0.03169269199270557,0.8212927756653994,0.7901768234299502,0.8742189295578026,rolling
rolling_mod6_sdf_0.10_v1.5_10yrs,0.019891809837915355,0.039253958500533405,0.7756653992395438,0.7493486738089857,0.9096945101738096,rolling
rolling_mod6_sdf_0.20_v1.5_10yrs,0.036540760542524656,0.1767697706603273,0.8098859315589355,0.7860829824819273,0.8750837514075097,rolling
short_exp_2ns_1expt_v1.5_10yrs,0.022749582899875703,0.018116424419222926,0.7186311787072244,0.6802301971982094,0.6530260252102403,short
short_exp_2ns_5expt_v1.5_10yrs,0.030645320539346484,0.012430816394906547,0.7072243346007605,0.7007111091767555,0.6524416537401503,short
short_exp_5ns_1expt_v1.5_10yrs,0.05146539898581696,0.01050496027485033,0.7300380228136883,0.7056157264782701,0.0,short
short_exp_5ns_5expt_v1.5_10yrs,0.04598326010232695,0.0058268488272008295,0.6958174904942966,0.700143494169174,0.4845049387512957,short
spiders_v1.5_10yrs,0.033404191111420636,0.07962794400149785,0.8098859315589355,0.8006873473766881,0.8970366685139253,spiders
third_obs_pt120v1.5_10yrs,0.03005275060506621,0.058930403696529174,0.8212927756653993,0.7766802094577007,0.9074118840642734,third
third_obs_pt15v1.5_10yrs,0.027820882653373524,0.07191812145115002,0.8441064638783271,0.8445953021787276,0.8987571642043107,third
third_obs_pt30v1.5_10yrs,0.031522635726359306,0.2593879589265901,0.958174904942966,0.9340122362896832,0.9012440393208676,third
third_obs_pt45v1.5_10yrs,0.03641984461332992,0.028761343392669367,0.8212927756653994,0.7904199847758606,0.8981457235115293,third
third_obs_pt60v1.5_10yrs,0.04263938087835304,0.07536556330939977,0.7984790874524715,0.7753018180966276,0.8624068297536723,third
third_obs_pt90v1.5_10yrs,0.051917013552270415,0.0698792088553579,0.866920152091255,0.8629965334524918,0.9177955352285001,third
twilight_neo_mod1_v1.5_10yrs,0.024235203350811318,0.09792609763595182,0.855513307984791,0.8411372301128727,0.9532111348163995,twilight
twilight_neo_mod2_v1.5_10yrs,0.02908196186033277,0.3086629336593066,0.9391634980988596,0.9507724645670567,0.9325812624565917,twilight
twilight_neo_mod3_v1.5_10yrs,0.03414287845132625,0.1436998696476184,0.8859315589353614,0.902787365239113,0.8869777471916007,twilight
twilight_neo_mod4_v1.5_10yrs,0.030191973706433853,0.06148131395406597,0.8098859315589354,0.7658990450724009,0.8843854548012232,twilight
u60_v1.5_10yrs,0.024367150505694785,0.023062800956005675,0.7984790874524715,0.7717755921561861,0.9855580438364446,u60
var_expt_v1.5_10yrs,0.06752259963878629,0.31048379640178264,0.8897338403041826,0.8711842153485375,0.9362374378499213,var
wfd_depth_scale0.65_noddf_v1.5_10yrs,0.5090800749996963,0.42291223908708303,0.9011406844106465,0.8819653797338372,0.7966801814884378,wfd
wfd_depth_scale0.65_v1.5_10yrs,0.6954874622437386,0.3426885350351946,0.920152091254753,0.8896899444483978,0.7905951429108797,wfd
wfd_depth_scale0.70_noddf_v1.5_10yrs,0.4588478603300605,0.544774347760606,0.9733840304182511,0.9664582462538711,0.8150555399332884,wfd
wfd_depth_scale0.70_v1.5_10yrs,0.3162148330498513,0.15553088706357435,0.8326996197718632,0.8089962235209487,0.7731259686310612,wfd
wfd_depth_scale0.75_noddf_v1.5_10yrs,0.4084038311076279,0.25602791442176254,0.88212927756654,0.8570792350297118,0.8223935547461025,wfd
wfd_depth_scale0.75_v1.5_10yrs,0.1931759313968423,0.16806328949226465,0.8326996197718632,0.8395156774058891,0.8051087456533171,wfd
wfd_depth_scale0.80_noddf_v1.5_10yrs,0.14009839855163933,0.3493421908697615,1.0,1.0,0.803467257759226,wfd
wfd_depth_scale0.80_v1.5_10yrs,0.14137564994989543,0.055517326880618216,0.8441064638783271,0.8163731290635026,0.8132380156183578,wfd
wfd_depth_scale0.85_noddf_v1.5_10yrs,0.1365059158091183,0.1256595255761047,0.8441064638783271,0.7915552147910234,0.8401336854584103,wfd
wfd_depth_scale0.85_v1.5_10yrs,0.10459592187218461,0.04199292082703629,0.8212927756653994,0.7799632740522318,0.8321027781990956,wfd
wfd_depth_scale0.90_noddf_v1.5_10yrs,0.04027403370581071,0.209606906122374,0.8859315589353614,0.7972913040146817,0.8764070309395335,wfd
wfd_depth_scale0.90_v1.5_10yrs,0.022730537566217547,0.025769264575480073,0.7870722433460078,0.7607512664249758,0.8748436087411822,wfd
wfd_depth_scale0.95_noddf_v1.5_10yrs,0.021974643634937358,0.24043191225800523,0.920152091254753,0.8281492817818826,0.9557269433432516,wfd
wfd_depth_scale0.95_v1.5_10yrs,0.013259496825597437,0.01870422267689128,0.7870722433460078,0.7609944277708863,0.918696301753291,wfd
wfd_depth_scale0.99_noddf_v1.5_10yrs,0.004169510118302239,0.1229309887343913,0.7946768060836502,0.8179831069415224,0.990771554097413,wfd
wfd_depth_scale0.99_v1.5_10yrs,0.0027708792562992765,0.0026667915752554626,0.7072243346007605,0.7042373351171969,1.0,wfd
