,TPM,LS,CI
footprint_newAv1.5_10yrs,0.5942005247445336,0.22739288730133933,0.3093571501026695
rolling_mod3_sdf_0.10_v1.5_10yrs,0.6155673903272121,0.12588218395448372,0.4096651103820081
var_expt_v1.5_10yrs,0.6819183842345767,0.19121458509190345,0.3044432268557131
bulges_i_heavy_v1.5_10yrs,0.6323103095556774,0.45433147553211317,0.33079574654981014
wfd_depth_scale0.75_v1.5_10yrs,0.6273439388733258,0.5775663704198648,0.357149373529815
dcr_nham2_ug_v1.5_10yrs,0.6021126163110195,0.10552847279119804,0.3690618888580866
filterdist_indx3_v1.5_10yrs,0.6340205259141845,0.087280413853958,0.4133519637755196
goodseeing_i_v1.5_10yrs,0.6379976412437908,0.5354148653728061,0.3393554315941344
short_exp_2ns_5expt_v1.5_10yrs,0.6506657995007203,1.0,0.4013862452029825
footprint_add_mag_cloudsv1.5_10yrs,0.6223745729351424,0.23163497206231393,0.37020032111836404
filterdist_indx6_v1.5_10yrs,0.673433216634801,0.6279450810922956,0.3998112511845609
agnddf_v1.5_10yrs,0.6111868890460389,0.5158276556334086,0.36986014908219317
wfd_depth_scale0.70_v1.5_10yrs,0.6197055335519929,0.12740830436394182,0.36319795332305915
alt_dust_v1.5_10yrs,0.5582342701488603,0.2894971228179695,0.33542544584358536
baseline_v1.5_10yrs,0.6241329790176668,0.685708779696869,0.3737659391786754
filterdist_indx7_v1.5_10yrs,0.6412654659550259,0.16561009722532477,0.411124288518223
wfd_depth_scale0.65_v1.5_10yrs,0.5984376519555518,0.12004648766416413,0.3603545539324696
descddf_v1.5_10yrs,0.5881993222874483,0.1458403618019329,0.37175211180311346
bulges_bs_v1.5_10yrs,0.5913504750897653,0.44715682550084007,0.34207805243002065
baseline_samefilt_v1.5_10yrs,0.6378406016590124,0.6804250783067726,0.38439989069621133
filterdist_indx2_v1.5_10yrs,0.6653068707118073,0.1257466315324746,0.4049945868338496
short_exp_5ns_1expt_v1.5_10yrs,0.7130259375927221,0.9197071723199702,0.3627920098842391
wfd_depth_scale0.80_noddf_v1.5_10yrs,0.6633950511420555,0.34468739814692384,0.3642942828369887
wfd_depth_scale0.85_v1.5_10yrs,0.6055129138893975,0.4921068026260323,0.3795298348568264
dcr_nham2_ugri_v1.5_10yrs,0.5619698988269652,0.13226889320423166,0.3839211687414773
third_obs_pt45v1.5_10yrs,0.5915094322251991,0.3753128940804391,0.3941123125229041
wfd_depth_scale0.65_noddf_v1.5_10yrs,0.668542215923253,0.35783055771689626,0.3679586903727863
wfd_depth_scale0.80_v1.5_10yrs,0.634007961726792,0.18643115534600094,0.36111611960428813
bulges_cadence_i_heavy_v1.5_10yrs,0.6231058688875394,0.27586975158145965,0.3393510210914302
filterdist_indx8_v1.5_10yrs,0.6511303899721949,0.13253519999004618,0.3676846464069214
rolling_mod6_sdf_0.10_v1.5_10yrs,0.6180729987934446,0.30703686368771704,0.42457472320848716
footprint_gp_smoothv1.5_10yrs,0.6264421061416156,0.11145011295071898,0.3713104628651068
twilight_neo_mod2_v1.5_10yrs,0.5595929809723161,0.1786167508096476,0.3430362453150922
third_obs_pt15v1.5_10yrs,0.6241329790176668,0.685708779696869,0.37385597990192543
bulges_bulge_wfd_v1.5_10yrs,0.6119469493167229,0.45318445409840996,0.34510959545757164
goodseeing_gri_v1.5_10yrs,0.6194600884715605,0.21405788603591847,0.40104972742509465
rolling_mod3_sdf_0.20_v1.5_10yrs,0.6167747034062184,0.15425004064762612,0.4045961802825685
short_exp_2ns_1expt_v1.5_10yrs,0.7046359798509773,0.9540442334235711,0.3830686931599929
spiders_v1.5_10yrs,0.6528316467367422,0.577787201612003,0.3700465729396739
third_obs_pt90v1.5_10yrs,0.5914246651036377,0.48070006522388414,0.3855838512525294
dcr_nham1_ugr_v1.5_10yrs,0.6231153458805675,0.12012295367813579,0.3926619126415932
wfd_depth_scale0.75_noddf_v1.5_10yrs,0.6215336658599043,0.4638250946493902,0.37599196810022284
third_obs_pt60v1.5_10yrs,0.6191609890820683,0.5001241959140676,0.36252000404845813
rolling_mod2_sdf_0.20_v1.5_10yrs,0.6140619825361723,0.24825256008287663,0.3907796059841053
wfd_depth_scale0.90_noddf_v1.5_10yrs,0.594380779878772,0.4120185271884761,0.38000152104313123
wfd_depth_scale0.99_noddf_v1.5_10yrs,0.6059183072648162,0.41793742763780684,0.3889594044575035
bulges_cadence_bs_v1.5_10yrs,0.5904801640715989,0.16208835673112806,0.3467687366979657
third_obs_pt30v1.5_10yrs,0.6618452495722191,0.4872651244327966,0.36848008986485264
wfd_depth_scale0.99_v1.5_10yrs,0.6424851853870243,0.18082139722542198,0.3838287564192117
filterdist_indx5_v1.5_10yrs,0.6534983054830957,0.12820317222419425,0.3378533474162159
roll_mod2_dust_sdf_0.20_v1.5_10yrs,1.0,0.10610088503591297,1.0
