,CI,TPM,LS,star count
long_gaps_nightsoff1_delayed-1,0.7594226692261534,0.7142857142857143,0.0,0.9873786407766997
long_gaps_nightsoff5_delayed-1,0.8022882659635788,0.5714285714285714,0.0,0.9873786407766997
long_gaps_nightsoff7_delayed1827,0.8080389500631242,0.7142857142857143,0.0,0.9873786407766997
long_gaps_nightsoff4_delayed1827,0.7963078757223674,0.7142857142857143,0.0,0.9873786407766997
long_gaps_nightsoff3_delayed-1,0.7938248250453238,0.7142857142857143,0.0,0.9873786407766997
long_gaps_nightsoff1_delayed1827,0.7771516198596233,0.7142857142857143,0.0,0.9873786407766997
long_gaps_nightsoff7_delayed-1,0.8093907824864761,0.7142857142857143,0.0,0.9873786407766997
long_gaps_nightsoff2_delayed1827,0.7841795438939726,0.7142857142857143,0.0,0.9873786407766997
long_gaps_nightsoff0_delayed-1,0.6794719650299301,0.5714285714285714,0.0,0.9864077669902962
long_gaps_nightsoff4_delayed-1,0.7845374264016449,0.5714285714285714,0.0,0.9864077669902962
roll_early,0.7782348320393792,0.326530612244898,0.0,0.9873786407766997
rolling_bulge_ns2_rw0.8,0.8247710439187663,0.7142857142857143,0.0,0.9873786407766997
rolling_bulge_ns2_rw0.5,0.863256486873484,1.0,0.0,0.9873786407766997
rolling_bulge_ns2_rw0.9,0.8159289011791366,0.7142857142857143,0.0,0.9873786407766997
vary_gp_gpfrac0.20,0.8035608189190142,0.7142857142857143,0.0,0.9873786407766997
vary_gp_gpfrac0.55,0.8454404316445638,0.857142857142857,0.0,0.9873786407766997
vary_gp_gpfrac0.25,0.8015074028911123,0.5714285714285714,0.0,0.9873786407766997
vary_gp_gpfrac0.50,0.8486824539135355,0.7142857142857143,0.0,0.9873786407766997
vary_gp_gpfrac1.00,0.87278206472535,1.0,0.0,0.9873786407766997
vary_gp_gpfrac0.05,0.7984600987005549,0.7142857142857143,0.0,0.9873786407766997
vary_gp_gpfrac0.75,0.8713909615192127,0.857142857142857,0.0,0.9873786407766997
vary_gp_gpfrac0.01,0.7949244348699729,0.5714285714285714,0.0,0.9854368932038856
vary_gp_gpfrac0.15,0.7971025283702297,0.5714285714285714,0.0,0.9873786407766997
vary_gp_gpfrac0.10,0.798972766531944,0.5714285714285714,0.0,0.9873786407766997
vary_gp_gpfrac0.30,0.8133684459918564,0.9523809523809524,0.0,0.9873786407766997
vary_gp_gpfrac0.45,0.8371563800756803,0.7142857142857143,0.0,0.9873786407766997
vary_gp_gpfrac0.35,0.8243828722830219,0.7142857142857143,0.0,0.9873786407766997
vary_gp_gpfrac0.40,0.8315536158878051,0.7142857142857143,0.0,0.9873786407766997
rolling_all_sky_ns2_rw0.9,0.8099475130593479,0.7142857142857143,0.0,0.9873786407766997
six_rolling_ns6_rw0.5,0.781575371897278,0.9523809523809524,0.0,0.9873786407766997
six_rolling_ns6_rw0.9,0.6592555212316645,0.7142857142857143,0.0,0.9873786407766997
rolling_bulge_6,0.7895735662352411,0.5714285714285714,0.0,0.9873786407766997
long_u2,0.7866411470166561,0.7142857142857143,0.0,0.9873786407766997
long_u1,0.8114688694944826,0.7142857142857143,0.0,0.9873786407766997
vary_expt,1.0,0.7142857142857143,0.0,0.9873786407766997
presto_gap4.0_mix,0.6288211085376088,0.4571428571428572,0.0,0.9873786407766997
presto_gap1.5_mix,0.6041088733380102,0.45714285714285724,0.0,0.9873786407766997
presto_gap3.0_mix,0.6257421872303214,0.380952380952381,0.0,0.9873786407766997
presto_gap4.0,0.6318271582974812,0.5714285714285714,0.0,0.9873786407766997
presto_gap2.5_mix,0.6214080434366865,0.4571428571428572,0.0,0.9873786407766997
presto_gap2.0_mix,0.6030874706042391,0.380952380952381,0.0,0.9873786407766997
presto_gap1.5,0.5964983717430395,0.507936507936508,0.0,0.9873786407766997
presto_gap3.5_mix,0.6267629577784172,0.4571428571428572,0.0,0.9873786407766997
presto_gap2.5,0.609988011525673,0.4571428571428572,0.0,0.9873786407766997
presto_gap2.0,0.604437582962881,0.5714285714285714,0.0,0.9873786407766997
presto_gap3.5,0.631992541816291,0.4571428571428572,0.0,0.9873786407766997
presto_gap3.0,0.6322138245669531,0.4571428571428572,0.0,0.9873786407766997
baseline,0.8133800716884183,0.7142857142857143,0.0,0.9873786407766997
presto_half_gap3.5_mix,0.7298720973747551,0.5714285714285714,0.0,0.9873786407766997
presto_half_gap3.5,0.7418516122706844,0.7142857142857143,0.0,0.9873786407766997
presto_half_gap3.0,0.7363005058581981,0.7142857142857143,0.0,0.9873786407766997
presto_half_gap2.5,0.7335714746473306,0.7142857142857143,0.0,0.9873786407766997
presto_half_gap2.0,0.7305924264706439,0.7142857142857143,0.0,0.9873786407766997
presto_half_gap2.0_mix,0.7144966978228752,0.5714285714285714,0.0,0.9873786407766997
presto_half_gap1.5,0.733609125649364,0.7142857142857143,0.0,0.9873786407766997
presto_half_gap2.5_mix,0.7185912861783865,0.7142857142857143,0.0,0.9873786407766997
presto_half_gap4.0,0.7411411074949262,0.7142857142857143,0.0,0.9873786407766997
presto_half_gap1.5_mix,0.7247569278127248,0.7142857142857143,0.0,0.9873786407766997
presto_half_gap4.0_mix,0.7271613157314326,0.7142857142857143,0.0,0.9873786407766997
presto_half_gap3.0_mix,0.7268126486261681,0.5714285714285714,0.0,0.9873786407766997
