,TPM,LS,CI
rolling_nm_scale1.0_nslice2_v1.7_10yrs,0.7056234960797089,0.7715371336983626,0.9311093662903278
rolling_scale0.2_nslice2_v1.7_10yrs,0.7249814572309267,1.0,0.9447567845747579
twi_neo_pattern2_v1.7_10yrs,0.7056894090542595,0.7589298970900707,0.9019330445202897
rolling_scale0.4_nslice2_v1.7_10yrs,0.7109538773759212,0.7655458680592944,0.9533316029475418
pair_times_55_v1.7_10yrs,1.0,0.800030186479796,0.9602511278539559
footprint_6_v1.710yrs,0.7630575043108299,0.781044661690455,0.8931726027872081
u_long_ms_50_v1.7_10yrs,0.7293222968075733,0.7861620866929387,0.930183648100226
twi_neo_pattern7_v1.7_10yrs,0.7771646173794674,0.7466863299138459,0.9137670057180223
rolling_scale0.8_nslice2_v1.7_10yrs,0.7239488716758452,0.7535319918441725,0.9388952695716543
cadence_drive_gl30_gcbv1.7_10yrs,0.7506434179258493,0.7498231280694396,0.9378000320643995
footprint_4_v1.710yrs,0.7616260113199623,0.786585303363791,0.8984870587702413
pair_times_44_v1.7_10yrs,0.872294937124622,0.7512267467012419,0.9590725583575699
footprint_5_v1.710yrs,0.7395329700426182,0.7930825670573584,0.8903695671874986
twi_pairs_repeat_v1.7_10yrs,0.6577877185600621,0.794938529054399,0.9443062231892376
twi_neo_pattern5_v1.7_10yrs,0.8394272304282175,0.7729460680339936,0.8981113267045725
twi_pairs_v1.7_10yrs,0.5952584372127849,0.7914070673918749,0.9550208907309573
cadence_drive_gl200_gcbv1.7_10yrs,0.7868641290416295,0.6635483108992558,0.9278949396886127
pair_times_33_v1.7_10yrs,0.8205696775152168,0.7418985824665124,0.9556862569305244
rolling_nm_scale0.9_nslice2_v1.7_10yrs,0.7061201066405897,0.7456204579304387,0.9327542527750172
rolling_scale0.6_nslice3_v1.7_10yrs,0.7276739511875641,0.7467242044885483,0.9393326094624553
baseline_nexp1_v1.7_10yrs,0.7270917922353162,0.7009170364195072,1.0
pair_times_22_v1.7_10yrs,0.7201364566900255,0.7523582656642294,0.9401110272925113
pair_times_11_v1.7_10yrs,0.7738374997317623,0.7489085461925319,0.8997706269283037
footprint_8_v1.710yrs,0.9441399842911108,0.8266351063822589,0.9223255291391546
ddf_dither0.10_v1.7_10yrs,0.7822035089883129,0.7286562468339882,0.9353154454700049
rolling_nm_scale0.6_nslice3_v1.7_10yrs,0.7004155626642015,0.7355198150735633,0.9360685761330093
rolling_scale0.9_nslice2_v1.7_10yrs,0.7169592281152299,0.7494724046851642,0.9372327315316085
euclid_dither3_v1.7_10yrs,0.7084197503851107,0.7558106819421173,0.9376238276734609
